"Data.Number Plate","Data.State","Data.Car.Make","Data.Car.Style","Data.Car.Color","Data.Location","Data.Violation","Data.Fine","Date.Year","Date.Month","Date.Day","Date.Time.Hour","Date.Time.Minute"
"URE1376","VA","Toyota","Two Door","Black","STATE STREET","NO PARKING ","140.0","2021","2","5","9","2"
"U20319","VA","Land Rover","Sports Utility Veh","Blue","CLAREMONT AVENUE","NO PARKING ","140.0","2021","2","5","10","2"
"ULE2102","VA","Ford","Four Door","White","W 40TH STREET","NO PARKING ","140.0","2021","2","5","12","2"
"BLKOPS1","VA","Hyundai","Hatchback","Black","PARKER AVENUE","NO PARKING ","140.0","2021","2","5","13","2"
"4082041","UNK","Acura","Four Door","Blue","E VIRGINIA BEACH BOULEVARD","NO PARKING ","140.0","2021","2","6","0","2"
"UHB7231","VA","Volkswagen","Four Door","Black","BLOW STREET","NO PARKING ","140.0","2021","2","6","10","2"
"7839XVA","VA","Oldsmobile","Two Door","Beige","RUFFNER STREET","NO PARKING ","140.0","2021","2","6","19","2"
"078YPR","AZ","Kia","Sports Utility Veh","Red","BURGOYNE ROAD","NO PARKING ","140.0","2021","2","6","22","2"
"5089MG","NC","Ford","Truck","Black","OMOHUNDRO AVENUE","NO PARKING ","140.0","2021","2","8","8","2"
"U75776","VA","Honda","Four Door","Black","KILLAM AVENUE","NO PARKING ","140.0","2021","2","8","9","2"
"BLKOPS1","VA","Hyundai","Hatchback","Black","PARKER AVENUE","NO PARKING ","140.0","2021","2","8","10","2"
"KTMENT1","VA","Dodge","Truck","Red","PARKER AVENUE","NO PARKING ","140.0","2021","2","8","10","2"
"7EE8187","MD","General Motors","Sports Utility Veh","Gray","MARKET STREET","NO PARKING ","140.0","2021","2","8","11","2"
"UKD2567","VA","Honda","Four Door","Burgundy","E VIRGINIA BEACH BOULEVARD","NO PARKING ","140.0","2021","2","9","8","2"
"VVY4113","VA","Dodge","Two Door","Black","E OLNEY ROAD","NO PARKING ","140.0","2021","2","10","8","2"
"TDS2531","NC","Ford","Sports Utility Veh","Gold","E VIRGINIA BEACH BOULEVARD","NO PARKING ","140.0","2021","2","10","8","2"
"UPD1114","VA","Chevrolet","Truck","Black","KILLAM AVENUE","NO PARKING ","140.0","2021","2","10","11","2"
"L964473","OH","Ford","Four Door","Silver","BLUESTONE AVENUE","NO PARKING ","140.0","2021","2","10","14","2"
"UYP4946","VA","Mazda","Four Door","Silver","STATE STREET","NO PARKING ","140.0","2021","2","11","9","2"
"M89515","VA","Mercedes-Benz","Four Door","Gray","W 40TH STREET","NO PARKING ","140.0","2021","2","11","10","2"
"U20319","VA","Land Rover","Sports Utility Veh","Blue","CLAREMONT AVENUE","NO PARKING ","140.0","2021","2","11","10","2"
"UNI5353","VA"," ","Truck","Blue","13TH BAY STREET","NO PARKING ","140.0","2021","2","12","2","2"
"UVY9809","VA","Honda","Four Door","Green","WAVERLY WAY","NO PARKING ","140.0","2021","2","12","8","2"
"M10101","VA","Dodge","Four Door","Orange","W 39TH STREET","NO PARKING ","140.0","2021","2","12","10","2"
"M62560","VA","Nissan","Four Door","White","W 40TH STREET","NO PARKING ","140.0","2021","2","12","13","2"
"VTD3559","VA","Buick","Four Door"," ","GRANBY STREET","NO PARKING ","140.0","2021","2","13","0","2"
"FCH8101","NC","Toyota"," ","Gray","WASHINGTON AVENUE","NO PARKING ","140.0","2021","2","14","9","2"
"RXN2845","GA","Oldsmobile","Two Door","Red","ORCHARD STREET","NO PARKING ","140.0","2021","2","15","13","2"
"K42410","VA","BMW","Four Door","Black","GREEN LEAF DRIVE","NO PARKING ","140.0","2021","2","15","20","2"
"UUR5235","VA","Ford","Two Door","Gray","W 39TH STREET","NO PARKING ","140.0","2021","2","16","9","2"
"XFS7115","VA","Toyota","Four Door","Blue","W 39TH STREET","NO PARKING ","140.0","2021","2","16","9","2"
"XFS7115","VA","Toyota","Four Door","Blue","W 39TH STREET","NO PARKING ","140.0","2021","2","16","9","2"
"AH13552","AZ","General Motors","Truck","White","FARRELL STREET","NO PARKING ","140.0","2021","2","16","10","2"
"L23745","VA","Acura","Sports Utility Veh","Gold","CLAREMONT AVENUE","NO PARKING ","140.0","2021","2","16","10","2"
"U75776","VA","Honda","Four Door","Black","W 39TH STREET","NO PARKING ","140.0","2021","2","16","16","2"
"URR4027","VA","Hyundai","Four Door","Silver","NICHOLSON STREET","NO PARKING ","140.0","2021","2","16","21","2"
"ULK2745","VA","Infiniti","Four Door","Gray","W 22ND STREET","NO PARKING ","140.0","2021","2","17","8","2"
"GLBJ13","MI","Acura","Four Door","Blue","BRANDON AVENUE","NO PARKING ","140.0","2021","2","17","8","2"
"UWG9501","VA","Saturn","Four Door","White","W 39TH STREET","NO PARKING ","140.0","2021","2","17","9","2"
"UPD1114","VA","Chevrolet","Truck","Black","W 39TH STREET","NO PARKING ","140.0","2021","2","17","9","2"
"UUR5235","VA","Ford","Two Door","Gray","W 39TH STREET","NO PARKING ","140.0","2021","2","17","9","2"
"UGM1453","VA","Nissan","Four Door","Silver","W OLNEY ROAD","NO PARKING ","140.0","2021","2","17","10","2"
"URZ9792","VA","Chevrolet","Four Door","White","W OLNEY ROAD","NO PARKING ","140.0","2021","2","17","10","2"
"KMJ8803","VA","Acura"," "," ","W 42ND STREET","NO PARKING ","140.0","2021","2","17","10","2"
"VSC1899","VA","Chevrolet","Sports Utility Veh","Black","W 40TH STREET","NO PARKING ","140.0","2021","2","17","11","2"
"UVY9809","VA","Honda","Four Door","Green","E 29TH STREET","NO PARKING ","140.0","2021","2","17","11","2"
"L26794","VA","Volkswagen","Two Door","Blue","E MAIN STREET","NO PARKING ","140.0","2021","2","17","12","2"
"HJB5553","NY","Chevrolet","Four Door","Gray","GRANBY STREET","NO PARKING ","140.0","2021","2","18","20","2"
"PLK2115","NC","Mercedes-Benz","Two Door","Black","GRANBY STREET","NO PARKING ","140.0","2021","2","18","21","2"
"ULS1002","VA","Ford","Four Door","Blue","W 39TH STREET","NO PARKING ","140.0","2021","2","19","8","2"
"UMM3743","VA","Nissan","Four Door","Gold","W 42ND STREET","NO PARKING ","140.0","2021","2","19","9","2"
"6DR0556","MD","Chevrolet","Two Door","Blue","W OLNEY ROAD","NO PARKING ","140.0","2021","2","19","13","2"
"V378048","NJ","Mercedes-Benz","Two Door","Gold","NORVIEW AVENUE","NO PARKING ","140.0","2021","2","19","18","2"
"ULA7165","VA","Toyota","Four Door","Gray","W 42ND STREET","NO PARKING ","140.0","2021","2","19","23","2"
"VVV9988","VA","Acura","Four Door","Black","EDWARD STREET","NO PARKING ","140.0","2021","2","20","0","2"
"VBB7974","VA","Hyundai","Four Door","Red","EDWARD STREET","NO PARKING ","140.0","2021","2","20","0","2"
"UPD1114","VA","Chevrolet","Truck","Black","KILLAM AVENUE","NO PARKING ","140.0","2021","2","20","9","2"
"VWZ4391","VA","Ford"," ","Black","LISA DRIVE","NO PARKING ","140.0","2021","2","21","10","2"
"U77442","VA","Honda","Four Door","Silver","W 39TH STREET","NO PARKING ","140.0","2021","2","22","9","2"
"UPD1114","VA","Chevrolet","Truck","Black","W 39TH STREET","NO PARKING ","140.0","2021","2","22","9","2"
"XAN6307","VA","Dodge","Four Door","Black","CROMWELL DRIVE","NO PARKING ","140.0","2021","2","22","10","2"
"VRK6645","VA","Volkswagen","Four Door","Black","W 41ST STREET","NO PARKING ","140.0","2021","2","22","10","2"
"U70012","VA","Mercedes-Benz","Four Door","Blue","W 41ST STREET","NO PARKING ","140.0","2021","2","22","10","2"
"UHG9255","VA","Toyota","Four Door","Gold","TRANT AVENUE","NO PARKING ","140.0","2021","2","22","13","2"
"S69812","VA","Toyota","Four Door","Green","E VIRGINIA BEACH BOULEVARD","NO PARKING ","140.0","2021","2","23","7","2"
"UPD1114","VA","Chevrolet","Truck","Black","KILLAM AVENUE","NO PARKING ","140.0","2021","2","23","8","2"
"U77442","VA","Honda","Four Door","Silver","W 39TH STREET","NO PARKING ","140.0","2021","2","23","9","2"
"UUR5235","VA","Ford","Two Door","Gray","W 39TH STREET","NO PARKING ","140.0","2021","2","23","9","2"
"UHX6327","VA","Dodge","Four Door","Gray","STATE STREET","NO PARKING ","140.0","2021","2","23","9","2"
"553515","VA","Infiniti","Four Door","Gray","FISHERMANS ROAD","NO PARKING ","140.0","2021","2","23","23","2"
"705RSW","IN","Ford","Four Door","Burgundy","WOODIS AVENUE","NO PARKING ","140.0","2021","2","24","8","2"
"UMM3743","VA","Nissan","Four Door","Gold","W 42ND STREET","NO PARKING ","140.0","2021","2","24","11","2"
"X14439","VA","Mercedes-Benz","Four Door","Black","E VIRGINIA BEACH BOULEVARD","NO PARKING ","140.0","2021","2","24","13","2"
"UVL2840","VA","Ford","Truck","Red","CRESCENT WAY","NO PARKING ","140.0","2021","2","25","3","2"
"AU49919","CT","Mercedes-Benz","Sedan","Black","CRESCENT WAY","NO PARKING ","140.0","2021","2","25","3","2"
"7384TW","VA","Ford","Truck","Red","CROYDEN ROAD","NO PARKING ","140.0","2021","2","25","9","2"
"FLX9592","NC","Toyota","Four Door","Black","W 49TH ST","NO PARKING ","140.0","2021","2","25","11","2"
"UMM3743","VA","Nissan","Four Door","Gold","W 42ND STREET","NO PARKING ","140.0","2021","2","25","12","2"
"U70617","VA","Volkswagen","Sedan"," ","E TAZEWELL STREET","NO PARKING ","140.0","2021","2","25","15","2"
"VLW3528","VA","Lexus","Four Door","Black","W 27TH STREET","NO PARKING ","140.0","2021","2","26","10","2"
"UXK3580","VA","Nissan","Four Door","Silver","W OLNEY ROAD","NO PARKING ","140.0","2021","2","26","10","2"
"UTB9832","VA","Jeep","Two Door","White","W 42ND STREET","NO PARKING ","140.0","2021","2","26","11","2"
"UPD1114","VA","Chevrolet","Truck","Black","KILLAM AVENUE","NO PARKING ","140.0","2021","2","26","11","2"
"VTG8116","VA","Hyundai","Four Door","Gold","GRANBY STREET","NO PARKING ","140.0","2021","2","26","14","2"
"UUR5235","VA","Ford","Two Door","Gray","W 39TH STREET","NO PARKING ","140.0","2021","2","26","15","2"
"M22597","VA","Cadillac","Four Door","Black","TAZEWELL STREET","NO PARKING ","140.0","2021","2","28","1","2"
"V93460","VA","Land Rover","Four Door","Silver","GRANBY STREET","NO PARKING ","140.0","2021","2","28","21","2"
"UKF5379","VA"," "," "," ","GRANBY STREET","NO PARKING ","140.0","2021","2","28","21","2"
"PLK2115","NC","Mercedes-Benz","Two Door","Black","GRANBY STREET","NO PARKING ","140.0","2021","2","28","21","2"
"UPV2225","VA","Chrysler","Four Door","Blue","W 39TH STREET","NO PARKING ","140.0","2021","3","1","8","3"
"VMB2787","VA","Nissan","Four Door","Gray","W 40TH STREET","NO PARKING ","140.0","2021","3","1","9","3"
"ULS1002","VA","Ford","Four Door","Blue","W 39TH STREET","NO PARKING ","140.0","2021","3","1","13","3"
"UGR5662","VA","Honda","Four Door","Green","W 42ND STREET","NO PARKING ","140.0","2021","3","1","14","3"
"UGR5662","VA","Honda","Four Door","Green","W 42ND STREET","NO PARKING ","140.0","2021","3","1","14","3"
"RXN293","SC","Ford","Sports Utility Veh","Gray","W 39TH STREET","NO PARKING ","140.0","2021","3","2","9","3"
"ULS1002","VA","Ford","Four Door","Blue","W 39TH STREET","NO PARKING ","140.0","2021","3","2","9","3"
"X59175","VA","Kia","Four Door","Burgundy","MARKET STREET","NO PARKING ","140.0","2021","3","2","13","3"
"44F4526","VA","Nissan","Four Door","Gray","FENNER STREET","NO PARKING ","140.0","2021","3","2","13","3"
"K47329","VA","Nissan","Four Door","Black","W CITY HALL AVE ","NO PARKING ","140.0","2021","3","4","4","3"
"T0217873","MD","Lexus","Four Door","Black","CITY HALL AVE","NO PARKING ","140.0","2021","3","4","4","3"
"SHEE2","VA","Kia","Sports Utility Veh","Burgundy","GATLING AVENUE","NO PARKING ","140.0","2021","3","4","9","3"
"K99507","VA","BMW","Four Door","Black","MARKET STREET","NO PARKING ","140.0","2021","3","4","12","3"
"X61279","VA","BMW","Sports Utility Veh","Silver","MARKET STREET","NO PARKING ","140.0","2021","3","4","12","3"
"UXK3580","VA","Nissan","Four Door","Silver","W OLNEY ROAD","NO PARKING ","140.0","2021","3","4","15","3"
"412877","VA","Nissan","Sports Utility Veh","Gray","GREEN LEAF DRIVE","NO PARKING ","140.0","2021","3","4","21","3"
"BRRDUP","VA","Volkswagen","Four Door","Gray","BRANDON AVENUE","NO PARKING ","140.0","2021","3","5","8","3"
"ULD2404","VA","Lexus","Four Door","Black","STATE STREET","NO PARKING ","140.0","2021","3","5","8","3"
"UKC8214","VA","Chrysler","Van","White","MARKET STREET","NO PARKING ","140.0","2021","3","5","13","3"
"UUS9242","VA","Nissan","Four Door","White","CLAREMONT AVENUE","NO PARKING ","140.0","2021","3","6","9","3"
"UPD1114","VA","Chevrolet","Truck","Black","W 39TH STREET","NO PARKING ","140.0","2021","3","6","10","3"
"H599HY","TN","INTERNATIONAL","Truck","White","TANNERS CREEK","NO PARKING ","140.0","2021","3","6","14","3"
"3035059","IN","FREIGHTLINER","Truck","Red","TANNERS CREEK","NO PARKING ","140.0","2021","3","6","14","3"
"716OTJ","VA","Buick","Four Door","Black","43RD ST","NO PARKING ","140.0","2021","3","7","8","3"
"X58610","VA","Honda","Four Door","Silver","W 39TH STREET","NO PARKING ","140.0","2021","3","8","8","3"
"UGW3291","VA","Chevrolet","Four Door","White","W OLNEY ROAD","NO PARKING ","140.0","2021","3","8","9","3"
"UXK3580","VA","Nissan","Four Door","Silver","W OLNEY ROAD","NO PARKING ","140.0","2021","3","8","9","3"
"UKN1032","VA","Toyota","Sedan","Gray","39TH ST.","NO PARKING ","140.0","2021","3","8","9","3"
"U75776","VA","Honda","Four Door","Black","BLUESTONE AVENUE","NO PARKING ","140.0","2021","3","8","13","3"
"X57464","VA","Ford","Sports Utility Veh","Red","MELROSE PARKWAY","NO PARKING ","140.0","2021","3","8","15","3"
"USJ9688","VA","Kia","Sports Utility Veh","Red","W BUTE STREET","NO PARKING ","140.0","2021","3","8","15","3"
"UTK7100","VA","Nissan","Sedan","Gray","49TH STREET","NO PARKING ","140.0","2021","3","9","11","3"
"X77148","VA","Hyundai","Four Door","Gold","W 39TH STREET","NO PARKING ","140.0","2021","3","9","14","3"
"M74100","VA","Chevrolet","Four Door","Black","GRANBY STREET","NO PARKING ","140.0","2021","3","9","20","3"
"UPD1114","VA","Chevrolet","Truck","Black","KILLAM AVENUE","NO PARKING ","140.0","2021","3","10","15","3"
"X77148","VA","Hyundai","Four Door","Gold","W 39TH STREET","NO PARKING ","140.0","2021","3","11","8","3"
"A97755","VA","Mercedes-Benz"," ","Black","BANCKER ROAD","NO PARKING ","140.0","2021","3","11","9","3"
"UJW4960","VA","Toyota","Four Door","White","W 39TH STREET","NO PARKING ","140.0","2021","3","11","9","3"
"U75776","VA","Honda","Four Door","Black","BLUESTONE AVENUE","NO PARKING ","140.0","2021","3","11","9","3"
"UXF8107","VA","Dodge","Four Door","Black","W 41ST STREET","NO PARKING ","140.0","2021","3","11","9","3"
"UFL3731","VA","Nissan","Four Door","Gold","19TH BAY STREET","NO PARKING ","140.0","2021","3","11","10","3"
"X56306","VA","BMW","Four Door","Gold","W 42ND STREET","NO PARKING ","140.0","2021","3","11","10","3"
"J8376TL","VA"," ","Trailer","Black","GROVE AVE","NO PARKING ","140.0","2021","3","11","11","3"
"UKD4367","VA","Nissan","Four Door","White","W 39TH STREET","NO PARKING ","140.0","2021","3","11","15","3"
"UHW3756","VA","Kia","Sports Utility Veh","Silver","POWHATAN AVENUE","NO PARKING ","140.0","2021","3","11","15","3"
"X42859","VA","Nissan","Four Door","White","WAVERLY WAY","NO PARKING ","140.0","2021","3","11","16","3"
"VLG5349","VA","Volkswagen","Four Door","Blue","FLOWERFIELD ROAD","NO PARKING ","140.0","2021","3","12","0","3"
"AJX709","MN","Hyundai","Four Door","Gray","HARMON STREET","NO PARKING ","140.0","2021","3","12","0","3"
"UZA7078","VA","Nissan","Four Door","Silver","E MAIN STREET","NO PARKING ","140.0","2021","3","12","8","3"
"X77148","VA","Hyundai","Four Door","Gold","W 39TH STREET","NO PARKING ","140.0","2021","3","12","9","3"
"G19601","VA","BMW","Sports Utility Veh","White","W 40TH STREET","NO PARKING ","140.0","2021","3","12","10","3"
"UJW4960","VA","Toyota","Four Door","White","W 39TH STREET","NO PARKING ","140.0","2021","3","12","10","3"
"S77967","VA","Jeep","Sports Utility Veh","Silver","W BUTE STREET","NO PARKING ","140.0","2021","3","12","11","3"
"UHG4961","VA","Ford","Sports Utility Veh","Gray","CLAREMONT AVENUE","NO PARKING ","140.0","2021","3","12","12","3"
"JHT8149","PA","Jeep","Sports Utility Veh","Burgundy","MELROSE PARKWAY","NO PARKING ","140.0","2021","3","12","13","3"
"JHT8149","PA","Jeep","Sports Utility Veh","Burgundy","MELROSE PARKWAY","NO PARKING ","140.0","2021","3","12","13","3"
"URU7816","VA","Toyota","Sedan","Black","STARKE STREET","NO PARKING ","140.0","2021","3","13","0","3"
"VLY2436","VA","Mazda","Four Door","Gray","MARKET STREET","NO PARKING ","140.0","2021","3","13","12","3"
"UTA2625","VA","Ford"," ","Gray","GRANBY STREET","NO PARKING ","140.0","2021","3","14","18","3"
"UKN8460","VA","Hyundai","Four Door","White","BRANDON AVENUE","NO PARKING ","140.0","2021","3","15","8","3"
"UHG4961","VA","Ford","Sports Utility Veh","Gray","CLAREMONT AVENUE","NO PARKING ","140.0","2021","3","15","9","3"
"2830XA","VA","Chevrolet","Truck","Black","W OLNEY ROAD","NO PARKING ","140.0","2021","3","15","9","3"
"X58610","VA","Honda","Four Door","Silver","W 39TH STREET","NO PARKING ","140.0","2021","3","15","10","3"
"BLKOPS1","VA","Hyundai","Hatchback","Black","W 41ST STREET","NO PARKING ","140.0","2021","3","15","13","3"
"M59940","VA","Lexus","Four Door","Silver","RUFFIN STREET","NO PARKING ","140.0","2021","3","15","14","3"
"GHK2494","TX","Honda","Van","Burgundy","WOODIS AVENUE","NO PARKING ","140.0","2021","3","16","10","3"
"X42859","VA","Nissan","Four Door","White","E 29TH STREET","NO PARKING ","140.0","2021","3","16","10","3"
"USC5682","VA","Scion","Two Door","Blue","W 49TH ST","NO PARKING ","140.0","2021","3","16","11","3"
"X42558","VA","Mitsubishi","Four Door","Black","W 40TH STREET","NO PARKING ","140.0","2021","3","16","12","3"
"4028XB","VA","Infiniti","Sedan","Gray","W 39TH STREET","NO PARKING ","140.0","2021","3","17","7","3"
"UJN1924","VA","Honda","Four Door","Silver","W 40TH STREET","NO PARKING ","140.0","2021","3","17","11","3"
"LJP0557","PA","Toyota","Four Door","Gray","W 42ND STREET","NO PARKING ","140.0","2021","3","17","11","3"
"VUA2686","VA","Honda","Two Door","Black","ELKHORN AVENUE","NO PARKING ","140.0","2021","3","17","12","3"
"X77148","VA","Hyundai","Sedan","Tan","H STREET","NO PARKING ","140.0","2021","3","18","7","3"
"AK1049","VA","Kia","Four Door","Gray","42ND ","NO PARKING ","140.0","2021","3","18","8","3"
"USG7103","VA","Nissan","Four Door","Silver","34TH STREET","NO PARKING ","140.0","2021","3","18","9","3"
"UWX3717","VA","BMW","Four Door","White","W 39TH STREET","NO PARKING ","140.0","2021","3","18","9","3"
"VSC1899","VA","Chevrolet","Sports Utility Veh","Black","W 40TH STREET","NO PARKING ","140.0","2021","3","18","9","3"
"4055436","VN","Ford","Four Door","White","W 42ND STREET","NO PARKING ","140.0","2021","3","18","10","3"
"UGR5662","VA","Honda","Four Door","Green","W 42ND STREET","NO PARKING ","140.0","2021","3","18","10","3"
"ULH7943","VA","Subaru","Sports Utility Veh","White","W 42ND STREET","NO PARKING ","140.0","2021","3","18","10","3"
"APQK48","FL","Hyundai","Four Door","White","42ND ","NO PARKING ","140.0","2021","3","18","12","3"
"G54768","VA","Volkswagen","Four Door","Black","W 39TH STREET","NO PARKING ","140.0","2021","3","18","14","3"
"9EK2159","MD","Honda","Four Door","Blue","W 39TH STREET","NO PARKING ","140.0","2021","3","18","14","3"
"A75089","VA","Hyundai","Four Door","White","LITTLE BAY AVENUE","NO PARKING ","140.0","2021","3","18","18","3"
"20104H","VA","Dodge","Four Door","White","GRANBY STREET","NO PARKING ","140.0","2021","3","19","3","3"
"UFW4661","VA","Honda","Four Door","Red","W 27TH STREET","NO PARKING ","140.0","2021","3","19","8","3"
"UWX3717","VA","BMW","Four Door","White","KILLAM AVENUE","NO PARKING ","140.0","2021","3","19","11","3"
"HHE5140","NC","Dodge","Truck","Red","W TAZEWELL STREET","NO PARKING ","140.0","2021","3","20","14","3"
"ALO4343","AZ","Chevrolet","Truck","White","BURGOYNE ROAD","NO PARKING ","140.0","2021","3","20","14","3"
"X77148","VA","Hyundai","Sedan","Tan","W 39TH STREET","NO PARKING ","140.0","2021","3","22","1","3"
"UHZ2773","VA","Mazda","Sedan","White","W 39TH STREET","NO PARKING ","140.0","2021","3","22","7","3"
"VUL2587","VA","Subaru","Four Door","White","DUKE STREET","NO PARKING ","140.0","2021","3","22","8","3"
